timestamp,lat,lon,alt,heading,qx,qy,qz,qw,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate,x,y,z,vx,vy,vz,ax,ay,az,gx,gy,gz,mx,my,mz,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw
1763969512.1090593,0.0,0.0,32.14,154.87,-0.06284935772418976,0.2157561331987381,0.9743514657020569,-0.011766341514885426,-3.0912115573883057,-0.11768769472837448,2.70306396484375,-0.0010170727036893368,-0.0005472139455378056,-0.0001271418295800686,0.0,0.0,0.0,0.0,0.0,0.0,-0.5687857000000001,0.6080123,10.24794925,0.06981317007977318,0.08726646259971647,-0.05235987755982989,-715.0,324.0,-404.0,1600,1600,1599,1599,0,0,0,0
1763969512.142486,0.0,0.0,32.14,154.87,-0.06284938007593155,0.21576474606990814,0.9743496179580688,-0.011758485808968544,-3.0912115573883057,-0.11768769472837448,2.70306396484375,-0.0010170727036893368,-0.0005472139455378056,-0.0001271418295800686,0.0,0.0,0.0,0.0,0.0,0.0,-0.5687857000000001,0.6080123,10.24794925,0.06981317007977318,0.08726646259971647,-0.05235987755982989,-715.0,324.0,-404.0,1600,1600,1599,1599,0,0,0,0
1763969512.175878,0.0,0.0,32.14,154.87,-0.06284938007593155,0.21576474606990814,0.9743496179580688,-0.011758485808968544,-3.0912115573883057,-0.11768769472837448,2.70306396484375,-0.0010170727036893368,-0.0005472139455378056,-0.0001271418295800686,0.0,0.0,0.0,0.0,0.0,0.0,-0.5687857000000001,0.6080123,10.24794925,0.06981317007977318,0.08726646259971647,-0.05235987755982989,-715.0,324.0,-404.0,1600,1600,1599,1599,0,0,0,0
1763969512.2092881,0.0,0.0,32.14,154.87,-0.06284938007593155,0.21576474606990814,0.9743496179580688,-0.011758485808968544,-3.0912115573883057,-0.11768769472837448,2.70306396484375,-0.0010170727036893368,-0.0005472139455378056,-0.0001271418295800686,0.0,0.0,0.0,0.0,0.0,0.0,-0.5687857000000001,0.6080123,10.24794925,0.06981317007977318,0.08726646259971647,-0.05235987755982989,-715.0,324.0,-404.0,1600,1600,1599,1599,0,0,0,0
1763969512.2426848,0.0,0.0,32.14,154.87,-0.06284938007593155,0.21576474606990814,0.9743496179580688,-0.011758485808968544,-3.0912115573883057,-0.11768769472837448,2.70306396484375,-0.0010170727036893368,-0.0005472139455378056,-0.0001271418295800686,0.0,0.0,0.0,0.0,0.0,0.0,-0.5687857000000001,0.6080123,10.24794925,0.06981317007977318,0.08726646259971647,-0.05235987755982989,-715.0,324.0,-404.0,1600,1600,1599,1599,0,0,0,0
1763969512.2760813,0.0,0.0,32.14,154.87,-0.06284938007593155,0.21576474606990814,0.9743496179580688,-0.011758485808968544,-3.0912115573883057,-0.11768769472837448,2.70306396484375,-0.0010170727036893368,-0.0005472139455378056,-0.0001271418295800686,0.0,0.0,0.0,0.0,0.0,0.0,-0.55897905,0.6080123,10.24794925,0.06981317007977318,0.05235987755982989,-0.05235987755982989,-715.0,324.0,-404.0,1600,1600,1599,1599,0,0,0,0
1763969512.3094807,0.0,0.0,32.14,154.87,-0.06284938007593155,0.21576474606990814,0.9743496179580688,-0.011758485808968544,-3.0911977291107178,-0.11768532544374466,2.7030537128448486,0.001523899845778942,5.439622327685356e-05,0.0003933347761631012,0.0,0.0,0.0,0.0,0.0,0.0,-0.55897905,0.6080123,10.24794925,0.06981317007977318,0.05235987755982989,-0.05235987755982989,-715.0,324.0,-404.0,1600,1600,1599,1599,0,0,0,0
1763969512.3428767,0.0,0.0,32.14,154.87,-0.06284938007593155,0.21576474606990814,0.9743496179580688,-0.011758485808968544,-3.0911977291107178,-0.11768532544374466,2.7030537128448486,0.001523899845778942,5.439622327685356e-05,0.0003933347761631012,0.0,0.0,0.0,0.0,0.0,0.0,-0.55897905,0.6080123,10.24794925,0.06981317007977318,0.05235987755982989,-0.05235987755982989,-715.0,324.0,-404.0,1600,1600,1599,1599,0,0,0,0
1763969512.3762727,0.0,0.0,32.14,154.87,-0.06284938007593155,0.21576474606990814,0.9743496179580688,-0.011758485808968544,-3.0911977291107178,-0.11768532544374466,2.7030537128448486,0.001523899845778942,5.439622327685356e-05,0.0003933347761631012,0.0,0.0,0.0,0.0,0.0,0.0,-0.5687857000000001,0.61781895,10.2577559,0.10471975511965978,0.06981317007977318,-0.03490658503988659,-715.0,324.0,-404.0,1600,1600,1599,1599,0,0,0,0
1763969512.409664,0.0,0.0,32.14,154.87,-0.06284977495670319,0.21576935052871704,0.9743484854698181,-0.011765168979763985,-3.0911977291107178,-0.11768532544374466,2.7030537128448486,0.001523899845778942,5.439622327685356e-05,0.0003933347761631012,0.0,0.0,0.0,0.0,0.0,0.0,-0.5687857000000001,0.61781895,10.2577559,0.10471975511965978,0.06981317007977318,-0.03490658503988659,-715.0,324.0,-404.0,1600,1600,1599,1599,0,0,0,0
