time,channel_1,channel_2,channel_3,channel_4
1.08,0.8528142701438666,0.9851821438904123,-0.6705189455844466,0.5650388165543097
1.1,0.8620020743969633,0.9523483170212885,-0.5269068662589519,0.6598204083185726
1.12,0.8379343654728649,0.8840321773330855,-0.3578339892666501,0.7286212183978787
1.1400000000000001,0.7822484277152444,0.7820990429289719,-0.1701834030904868,0.7694856728891764
1.16,0.6979640437800944,0.6500115686949421,0.02796286355320147,0.7815901028862497
1.18,0.5893497395725883,0.4927070452492447,0.22772321259176062,0.7652526532308763
1.2,0.46172964392640653,0.3163942970055287,0.41987509160741754,0.7218956930670003
1.22,0.3212396806219835,0.12827923269634003,0.5953470370897731,0.6539630529406009
1.24,0.17454433608905578,-0.06376778602117189,0.7457156925174511,0.5647963330371938
1.26,0.028527240656711954,-0.25158614842607346,0.8636784229666733,0.45847624119154795
1.28,-0.11002983740067677,-0.42712158831092567,0.9434730191340013,0.33963635352074756
1.3,-0.2347643285117747,-0.5828244368366913,0.9812186229741965,0.21325778386221103
1.32,-0.340031355904617,-0.7120283810737282,0.9751562759055566,0.08445395520815274
1.34,-0.4211690375468706,-0.8092893127618327,0.9257731469367726,-0.041745040840534195
1.36,-0.4747177735191653,-0.8706657232242772,0.8358012113844924,-0.16059914105281223
1.3800000000000001,-0.4985828553496608,-0.8939250133904745,0.7100885212137544,-0.2678472523066227
1.4000000000000001,-0.4921324211979551,-0.878663891874094,0.5553487907377522,-0.3598705553127199
1.42,-0.45622586675604937,-0.8263355274101862,0.379802354168772,-0.43382355599178773
1.44,-0.39317115643469064,-0.740181063038675,0.1927281829861959,-0.48772781775959256
1.46,-0.3066129002252492,-0.6250682198079479,0.003952168959646237,-0.520525062179624
1.48,-0.20135640131487387,-0.4872447370656719,-0.17669906456484707,-0.5320882049809738
1.5,-0.08313597446634746,-0.3340190378018842,-0.33994722556895884,-0.5231908130008999
1.52,0.04166146650728068,-0.17338451324276585,-0.47758223705947245,-0.49543733780804033
1.54,0.16630438469521436,-0.013606966676850563,-0.5829223547935618,-0.4511582191036723
1.56,0.28404145867051,0.13720313582697383,-0.6511872475070295,-0.39327547772107174
1.58,0.388427760862605,0.27151101247912207,-0.6797617446549892,-0.3251456666115747
1.6,0.47363668261247,0.38274818622527357,-0.6683343045967954,-0.25038796433457605
1.62,0.5347426978141504,0.4656525355828569,-0.6189016001997921,-0.17270574062267632
1.6400000000000001,0.5679614637005972,0.5165395497778318,-0.5356385209423635,-0.09571007626525305
1.6600000000000001,0.5708358165102192,0.5334901770013697,-0.4246408764511743,-0.022753476740270454
1.68,0.5423588303195283,0.5164450744911795,-0.29355567431051677,0.04321860413589661
1.7,0.4830281410902221,0.46720005614318644,-0.15112057527980155,0.09979178519339749
1.72,0.3948290461716428,0.38930281772042685,-0.006639592320343409,0.14517694843183793
1.74,0.28114731010391686,0.2878563146098084,0.13057403795421013,0.17827073159418397
1.76,0.146615973376485,0.169239184348964,0.2517548596117465,0.19868012770027244
1.78,-0.0030963922943920926,0.04075807225737655,0.34920906874361124,0.20671075385937937
1.8,-0.161545763479372,-0.08974961039798018,0.4167741605526281,0.2033201108646932
1.82,-0.3218085914204329,-0.2143412908796047,0.45018704162948486,0.19003883318842077
1.84,-0.4767994327780349,-0.3254004640028152,0.44733871639842204,0.16886444744834755
1.86,-0.6195951803587113,-0.4160505004933086,0.4084003911818653,0.14213344548887402
1.8800000000000001,-0.743750563899188,-0.48052892550985404,0.3358134848883825,0.11237847633302522
1.9000000000000001,-0.8435901089038962,-0.514502186380781,0.23414413270244663,0.08217812371451261
1.92,-0.9144629733408803,-0.5153041328376052,0.10981083158227647,0.05400703294752118
1.94,-0.9529489630374961,-0.48208553836656765,-0.02929858079811667,0.030094070098352146
1.96,-0.9570064605051173,-0.4158667737344634,-0.1742978518486591,0.012295743188721234
1.98,-0.9260558655080604,-0.3194909425572998,-0.31583317917793374,0.0019913124359404433
2.0,-0.8609952953062371,-0.19748012092330164,-0.44464252341102173,4.903713978695732e-06
2.02,-0.7641485712207577,-0.05580251879514897,-0.5521102373417806,0.006558570469600938
2.04,-0.6391487637157152,0.09843688031745144,-0.6307842213008052,0.02125869024936257
2.06,-0.49076362104857535,0.25736559896265343,-0.6748251114876621,0.043116407716200345
2.08,-0.32467191793218375,0.4127531261976448,-0.6803611169448082,0.07060112690524419
2.1,-0.14720199989214824,0.5564387611072851,-0.6457277891433284,0.10172439348439662
2.12,0.0349545400529441,0.6807551659981161,-0.5715788896479722,0.13414997275184865
2.14,0.2150401095623184,0.7789253058578715,-0.4608621977691051,0.16532459489287027
2.16,0.3865250388215645,0.8454120008063288,-0.31866210683710594,0.1926227701047334
2.18,0.5433843222220845,0.8762019774829837,-0.15191871217134595,0.21349832462126955
2.2,0.6803444014108317,0.8690099222329921,0.03095967507350185,0.2256349115769677
2.22,0.7930889032857955,0.8233924104973033,0.22056747705413607,0.22708772853505813
2.24,0.8784144633327372,0.7407664697086155,0.4070283920333438,0.21640902920049832
2.2600000000000002,0.9343303888441976,0.6243326574126424,0.5805465983924037,0.19275073534924583
2.2800000000000002,0.960098811115883,0.47890762096500195,0.7319504913156785,0.1559385041503079
2.3000000000000003,0.9562149913885211,0.31067587284816567,0.8531975518464797,0.10651293792449551
2.32,0.9243304281081498,0.12687470875257298,0.9378115407476124,0.045735176513394746
2.34,0.867124212198445,-0.06457040992824888,0.9812274941070258,-0.024444185366436957
2.36,0.7881305524931091,-0.2554402697521524,0.9810256996779559,-0.10145214173154286
2.38,0.6915324231809797,-0.43762505719351485,0.9370425943068216,-0.1821938080202683
2.4,0.5819327709971281,-0.6035150328309119,0.8513539238457073,-0.2631823101898871
2.42,0.4641155927309826,-0.7463585095136612,0.7281330928625812,-0.3406924129851853
2.44,0.3428094163955323,-0.8605690020249521,0.5733949405085055,-0.41093103328832237
2.46,0.22246528895540071,-0.941966461446947,0.3946417708756162,-0.4702168557461819
2.48,0.10706032047965204,-0.9879413328737271,0.20043394936951547,-0.5151606938088582
2.5,-6.377842641497124e-05,-0.9975345584706324,-8.856844857556582e-05,-0.5428380502671735
2.52,-0.09631981092471105,-0.9714313384250433,-0.19770501055624035,-0.5509455400746995
2.54,-0.17994694099024164,-0.9118711948101335,-0.38360348107837833,-0.5379334390782851
2.56,-0.2500330120867941,-0.8224813930366441,-0.5498333616891649,-0.5031075914819094
2.58,-0.3064878133651756,-0.7080448130811424,-0.6896950785573485,-0.44669520546235925
2.6,-0.3499704396153112,-0.5742167081214253,-0.7980462493072457,-0.3698706339627876
2.62,-0.38177635367331997,-0.42720726322617064,-0.871508780428518,-0.2747390070172772
2.64,-0.40369188532408373,-0.27344834430489184,-0.9085678762385104,-0.16427747389469233
2.66,-0.4178255783309093,-0.11926323868282245,-0.9095607349146955,-0.04223574252556165
2.68,-0.42642694080162336,0.0294424740188092,-0.8765595131278239,0.08700051766808695
2.7,-0.4317037061756784,0.16745246459990418,-0.8131595124818717,0.21857810144376466
2.72,-0.43564864688701554,0.2904597452698035,-0.7241890853430926,0.3473696891420416
2.74,-0.43988630735587475,0.3952247799576125,-0.6153621392068798,0.4681841950706445
2.7600000000000002,-0.4455487769866725,0.4796649632896442,-0.4928970800937968,0.5759850856662718
2.7800000000000002,-0.45318787719206766,0.5428730050553023,-0.3631274128065339,0.6661072128712251
2.8000000000000003,-0.4627289855676177,0.5850660055095029,-0.23212894855146526,0.7344626280999199
2.82,-0.4734692830670955,0.60747106736576,-0.1053867037285199,0.7777261869757103
2.84,-0.4841206194065197,0.6121569272305684,0.012478745036743115,0.7934925131738227
2.86,-0.492894589120421,0.6018240939747908,0.11791021631454457,0.7803970310202393
2.88,-0.49762493754526216,0.5795681845637879,0.2085283867953782,0.7381952533628257
2.9,-0.4959202075277917,0.5486324281910537,0.28315791868395535,0.6677962606784762
2.92,-0.48533771490086186,0.5121656015288201,0.34176749868830497,0.5712482538245754
2.94,-0.4635686044054095,0.4730009547101039,0.3853318525702324,0.45167612141840974
2.96,-0.42862296269775185,0.4334700413883844,0.4156289611236247,0.313173043148155
2.98,-0.37900379654719124,0.39526288453920305,0.43498987534678807,0.16065016050129213
3.0,-0.31385913526412645,0.35934274920890197,0.44602144346656025,-0.0003498028322067334
3.02,-0.23310256676658667,0.32592015038497424,0.45132373839192325,-0.16386747992541803
3.04,-0.13749411439587741,0.29448682264148685,0.4532239256213295,-0.3237615736961643
3.06,-0.028675425091531277,0.2639064568659198,0.4535467546832395,-0.47395363769358695
3.08,0.09084433798196924,0.23255530732843852,0.45343890803804937,-0.6086727126257981
3.1,0.21775285038870934,0.19850251507989364,0.4532603083210903,-0.7226895409769006
3.12,0.34804743353254247,0.15971737966147756,0.45255045434912833,-0.8115304611483927
3.14,0.4771918242434278,0.11428900019149497,0.450072274111692,-0.8716618917092762
3.16,0.6003099202169134,0.060642810739578494,0.44393023103339674,-0.9006375218181304
3.18,0.7124073499926618,-0.002261389587547826,0.431753891301898,-0.8972018743879787
3.2,0.8086100023310162,-0.07476426553255214,0.41093323345336286,-0.8613457374701419
3.22,0.8844074828992864,-0.1563870304706262,0.37888799545948165,-0.7943109876032738
3.24,0.9358889143690798,-0.2457664307280775,0.333350585971999,-0.6985444685554671
3.2600000000000002,0.9599585961128616,-0.34065088583055575,0.27264073142805895,-0.5776027469939141
3.2800000000000002,0.9545197948040214,-0.43796022121870287,0.19591019208705934,-0.4360116492404494
3.3000000000000003,0.9186163164742409,-0.5339074058902479,0.10333755975195659,-0.27908639974115174
3.3200000000000003,0.8525234503901897,-0.6241767211995608,-0.0037437513309132734,-0.11271984877490025
3.34,0.7577822822742805,-0.70414908022351,-0.1227968855827013,0.05685237822429757
3.36,0.6371741306641033,-0.7691620164942615,-0.2501195939798876,0.22330001287437962
3.38,0.49463482819623084,-0.814789365141964,-0.380970368725424,0.38044921820292366
3.4,0.3351115997080372,-0.8371240272033764,-0.509777991672892,0.5225261682477881
3.42,0.1643682270404933,-0.8330465480707543,-0.6304239165782372,0.644383046925849
3.44,-0.011253114703243805,-0.8004626064940014,-0.7365815810191497,0.7416971633638904
3.46,-0.18510265294812075,-0.7384938941082103,-0.8220923649627456,0.8111350611138715
3.48,-0.3505139421805083,-0.647609200179602,-0.881354784506686,0.8504750234228251
3.5,-0.5011012092793348,-0.529685678755212,-0.9097018582961409,0.8586831784527363
3.52,-0.6310488767890846,-0.38799409255979656,-0.9037415441274997,0.835940407524371
3.54,-0.735379190328125,-0.2271060866172344,-0.861636744933861,0.7836193681391719
3.56,-0.8101847482714085,-0.0527260034186287,-0.7833045514145467,0.7042130692549858
3.58,-0.8528142701438655,0.12854584511835318,-0.6705189455844415,0.6012184861989271
3.6,-0.8620020743969612,0.3095074410325106,-0.5269068662589458,0.4789805875640466
3.62,-0.8379343654728609,0.48269230976990973,-0.35783398926664234,0.3425037849947493
3.64,-0.782248427715244,0.6407324277321338,-0.17018340309047986,0.19723913871814489
3.66,-0.69796404378009,0.7767276141631548,0.027962863553209667,0.048856601161156026
3.68,-0.5893497395725844,0.8846014395169901,0.22772321259176884,-0.09698788109361214
3.7,-0.4617296439264018,0.9594240001644587,0.41987509160742564,-0.23488048108206666
3.72,-0.3212396806219768,0.997683336355413,0.5953470370897773,-0.35986322298310636
3.74,-0.17454433608905057,0.9974897412731003,0.7457156925174587,-0.4676244771433558
3.7600000000000002,-0.028527240656705907,0.958700598493135,0.8636784229666797,-0.5546584876550502
3.7800000000000002,0.11002983740068074,0.8829575146527457,0.943473019134002,-0.6183876515652564
3.8000000000000003,0.23476432851177853,0.7736321615399129,0.9812186229741953,-0.6572429784970183
3.8200000000000003,0.34003135590461986,0.6356821536447598,0.9751562759055559,-0.6707000506802634
3.84,0.4211690375468717,0.4754231926684387,0.9257731469367677,-0.6592697904083431
3.86,0.47471777351916483,0.3002283365383458,0.8358012113844894,-0.6244453353788859
3.88,0.4985828553496606,0.11816933723904752,0.710088521213749,-0.5686082332450887
3.9,0.4921324211979546,-0.062381692843181284,0.5553487907377477,-0.4948989103738959
3.92,0.4562258667560463,-0.23316967340075637,0.37980235416876446,-0.4070578698251366
3.94,0.39317115643468753,-0.3864711433556757,0.19272818298618902,-0.30924526504165517
3.96,0.30661290022524385,-0.5154841074202545,0.003952168959635191,-0.2058473282145172
3.98,0.20135640131486862,-0.6146723300809889,-0.17669906456485543,-0.10127857192386304
4.0,0.08313597446634101,-0.6800455305613966,-0.3399472255689661,0.0002112863256876474
4.0200000000000005,-0.041661466507292175,-0.709360224429334,-0.4775822370594783,0.0947171017751021
4.04,-0.16630438469522174,-0.7022301029770152,-0.5829223547935647,0.17883696654602174
4.0600000000000005,-0.28404145867052116,-0.6601396189152352,-0.6511872475070327,0.2498030494700915
4.08,-0.3884277608626082,-0.5863595987443332,-0.6797617446549902,0.3055792975220962
4.1,-0.4736366826124744,-0.48576894882738414,-0.668334304596792,0.3449223061533871
4.12,-0.5347426978141522,-0.3645915775043015,-0.6189016001997875,0.36740343514373763
4.14,-0.5679614637005975,-0.23006224255280888,-0.5356385209423614,0.37339208088149445
4.16,-0.5708358165102211,-0.09003889948918345,-0.4246408764511664,0.3640018299223495
4.18,-0.542358830319528,0.047417942218207776,-0.2935556743105126,0.3410029285206168
4.2,-0.48302814109022074,0.1744765142523333,-0.1511205752797928,0.30670603024442383
4.22,-0.39482904617164016,0.2839527628391957,-0.00663959232033664,0.2638234594412614
4.24,-0.2811473101039121,0.3696946345436755,0.1305740379542192,0.21531519502001026
4.26,-0.1466159733764808,0.4269111252525936,0.2517548596117518,0.1642273942882994
4.28,0.003096392294398153,0.45242847310507317,0.34920906874361507,0.11353151457118572
4.3,0.1615457634793773,0.4448597620559437,0.4167741605526291,0.06597194291337695
4.32,0.3218085914204396,0.40467883470776583,0.4501870416294861,0.023929521236243353
4.34,0.47679943277803993,0.33419454003355076,0.44733871639842165,-0.010692516717442254
4.36,0.6195951803587162,0.23742668537313746,0.40840039118186205,-0.0365548559131121
4.38,0.7437505638991908,0.11989033238657888,0.3358134848883796,-0.05293673982246196
4.4,0.8435901089038979,-0.011700012747807645,0.23414413270243978,-0.05975662179849249
4.42,0.9144629733408829,-0.1497904801804759,0.10981083158226967,-0.05755821178920887
4.44,0.9529489630374958,-0.28639292741395866,-0.029298580798122722,-0.04746302302994514
4.46,0.9570064605051148,-0.41351339667188,-0.17429785184866523,-0.03109218148891245
4.48,0.9260558655080577,-0.5235810826793049,-0.31583317917794423,-0.010461777249307656
4.5,0.8609952953062352,-0.6098549771103726,-0.4446425234110238,0.012142660415592185
4.5200000000000005,0.76414857122075,-0.6667866082768501,-0.5521102373417895,0.03430595565520245
4.54,0.6391487637157119,-0.690319705659224,-0.6307842213008111,0.05363003532556106
4.5600000000000005,0.49076362104856486,-0.6781110540416408,-0.6748251114876642,0.06787997936044188
4.58,0.32467191793218025,-0.6296610711256152,-0.6803611169448069,0.07512174632666108
4.6000000000000005,0.14720199989213487,-0.5463475104232959,-0.6457277891433251,0.07384435089680846
4.62,-0.03495454005294693,-0.4313608909514562,-0.5715788896479682,0.06306002661503464
4.64,-0.21504010956231978,-0.28954550269294305,-0.4608621977691025,0.04237698225512248
4.66,-0.38652503882156847,-0.12715484656229395,-0.31866210683710194,0.012040702433169105
4.68,-0.5433843222220842,0.04846513128391668,-0.15191871217134253,-0.02705871065540161
4.7,-0.6803444014108336,0.2292479002035196,0.030959675073511873,-0.07341398084112186
4.72,-0.7930889032857947,0.4068133890969921,0.22056747705413823,-0.12496198603739994
4.74,-0.8784144633327357,0.5728885961363209,0.40702839203335284,-0.17917637422465593
4.76,-0.9343303888441942,0.7197196210801386,0.580546598392409,-0.2331872881468374
4.78,-0.9600988111158837,0.8404536511191332,0.7319504913156836,-0.28392262598067125
4.8,-0.9562149913885198,0.9294712580867084,0.8531975518464843,-0.3282641285215466
4.82,-0.9243304281081474,0.982652234688025,0.9378115407476165,-0.36321075939903436
4.84,-0.8671242121984414,0.9975619435890946,0.9812274941070258,-0.3860413749454491
4.86,-0.7881305524931047,0.9735495621848815,0.9810256996779546,-0.3944685896397595
4.88,-0.6915324231809741,0.9117544292101286,0.9370425943068204,-0.3867760389343324
4.9,-0.5819327709971243,0.8150216678803948,0.8513539238456999,-0.3619319130721197
4.92,-0.46411559273097897,0.687733099143567,0.7281330928625726,-0.3196726548845106
4.94,-0.34280941639552936,0.5355639028237121,0.5733949405084944,-0.2605520367626955
4.96,-0.2224652889553987,0.3651792933711824,0.39464177087560715,-0.18595239781822576
4.98,-0.10706032047964768,0.1838884477596979,0.2004339493695043,-0.09805656072028836
5.0,6.377842641444806e-05,-0.0007250982391727221,-8.856844858184399e-05,0.00021922070157818398
5.0200000000000005,0.0963198109247142,-0.18117647961305477,-0.1977050105562527,0.105329091712531
5.04,0.17994694099023723,-0.3504360862491916,-0.38360348107838266,0.21323424992579934
5.0600000000000005,0.25003301208679163,-0.5022511605789882,-0.5498333616891755,0.3195668626277041
5.08,0.3064878133651754,-0.6314162036582501,-0.689695078557354,0.41981432049882955
5.1000000000000005,0.3499704396153061,-0.7339791809902118,-0.7980462493072514,0.5095158322961129
5.12,0.3817763536733189,-0.8073743836828585,-0.8715087804285172,0.5844626506460984
5.14,0.403691885324077,-0.8504771046249429,-0.9085678762385131,0.6408928945944654
5.16,0.41782557833090667,-0.8635797827898942,-0.909560734914697,0.6756720189589622
5.18,0.42642694080161997,-0.848293693142463,-0.8765595131278223,0.6864504742989888
5.2,0.43170370617567544,-0.8073843634294818,-0.8131595124818699,0.6717909862245357
5.22,0.435648646887012,-0.7445524520937534,-0.7241890853430907,0.6312591226389963
5.24,0.4398863073558726,-0.6641746275858479,-0.6153621392068767,0.5654723597387865
5.26,0.4455487769866712,-0.5710208975721166,-0.492897080093794,0.4761046354399156
5.28,0.4531878771920678,-0.4699657495414262,-0.36312741280652705,0.3658453144411993
5.3,0.46272898556761927,-0.3657103433558567,-0.23212894855146596,0.23831349671681804
5.32,0.4734692830670976,-0.26253186306325843,-0.10538670372851389,0.09793059131638567
5.34,0.4841206194065237,-0.16407407020147693,0.012478745036746515,-0.05024403946764557
5.36,0.49289458912042594,-0.07319023789987515,0.1179102163145528,-0.20070786946622654
5.38,0.49762493754527054,0.008153836201263052,0.2085283867953835,-0.34773251373903535
5.4,0.4959202075277964,0.07891292567309545,0.2831579186839604,-0.48559454492345344
5.42,0.485337714900868,0.13893182065246396,0.34176749868830814,-0.6088101157084553
5.44,0.46356860440541114,0.1888553412089225,0.3853318525702318,-0.7123634019225692
5.46,0.4286229626977572,0.22998680045716796,0.4156289611236269,-0.7919190361693451
5.48,0.379003796547191,0.26410593077331856,0.43498987534678885,-0.844009289500024
5.5,0.31385913526413123,0.2932597015833524,0.4460214434665573,-0.8661877553034203
5.5200000000000005,0.23310256676658553,0.3195410146305629,0.45132373839192225,-0.8571426541358302
5.54,0.13749411439587605,0.34487087302748043,0.4532239256213298,-0.8167645527882241
5.5600000000000005,0.028675425091530666,0.37079925128823576,0.45354675468324024,-0.7461652036553772
5.58,-0.09084433798197054,0.39833857112856713,0.45343890803804915,-0.6476462787230501
5.6000000000000005,-0.21775285038871248,0.4278414953400335,0.4532603083210912,-0.5246189062954458
5.62,-0.3480474335325463,0.4589318247467298,0.452550454349127,-0.38147702477431195
5.64,-0.4771918242434327,0.4904938003836725,0.45007227411169165,-0.22342955409246207
5.66,-0.6003099202169192,0.5207212872264868,0.44393023103340173,-0.056298164513276
5.68,-0.7124073499926687,0.5472243805024625,0.43175389130189845,0.1137110839703991
5.7,-0.8086100023310228,0.5671871712994365,0.4109332334533589,0.2802528164913186
5.72,-0.8844074828992843,0.5775669681477159,0.3788879954594804,0.43709397765590924
5.74,-0.9358889143690778,0.5753224077579603,0.33335058597199596,0.5783615663951646
5.76,-0.9599585961128609,0.5576557798117,0.2726407314280601,0.6987761574742113
5.78,-0.9545197948040192,0.522253671982797,0.1959101920870571,0.7938614845964376
5.8,-0.918616316474242,0.46750979417592853,0.10333755975195567,0.860121367210698
5.82,-0.8525234503901888,0.3927145897866721,-0.003743751330915366,0.8951766450685251
5.84,-0.7577822822742788,0.29819795189997755,-0.12279688558270724,0.8978564811883702
5.86,-0.6371741306640951,0.18541394155457835,-0.25011959397989664,0.8682403312704907
5.88,-0.4946348281962266,0.05695970892311088,-0.38097036872543205,0.8076489713405567
5.9,-0.33511159970802423,-0.08347534232618702,-0.5097779916729025,0.7185851342657329
5.92,-0.16436822704048515,-0.23122995437717486,-0.6304239165782395,0.6046264358176758
5.94,0.011253114703259282,-0.38085656188234185,-0.7365815810191508,0.4702752795990031
5.96,0.18510265294812692,-0.5263635251434459,-0.8220923649627466,0.320772230355715
5.98,0.35051394218052045,-0.6615019656194008,-0.8813547845066908,0.16188085926890905
6.0,0.5011012092793397,-0.7800821363502963,-0.9097018582961406,-0.0003467721703049638
6.0200000000000005,0.6310488767890962,-0.8763021017124781,-0.9037415441275024,-0.15981406045760502
6.04,0.7353791903281269,-0.9450703063911123,-0.8616367449338558,-0.31062298056575854
6.0600000000000005,0.8101847482714141,-0.9823034668028344,-0.7833045514145416,-0.44730623225218513
6.08,0.8528142701438637,-0.9851821438904109,-0.670518945584438,-0.5650388165543158
6.1000000000000005,0.8620020743969594,-0.9523483170212841,-0.5269068662589368,-0.6598204083185787
6.12,0.8379343654728597,-0.884032177333079,-0.3578339892666366,-0.7286212183978803
6.140000000000001,0.7822484277152328,-0.7820990429289613,-0.17018340309046595,-0.7694856728891754
6.16,0.697964043780083,-0.6500115686949309,0.02796286355321433,-0.7815901028862459
6.18,0.5893497395725763,-0.4927070452492342,0.22772321259177172,-0.7652526532308708
6.2,0.46172964392639293,-0.3163942970055141,0.41987509160742975,-0.7218956930669909
6.22,0.32123968062197056,-0.12827923269632438,0.5953470370897808,-0.6539630529405919
6.24,0.1745443360890414,0.06376778602119221,0.7457156925174616,-0.5647963330371859
6.26,0.028527240656699475,0.25158614842608507,0.8636784229666765,-0.4584762411915362
6.28,-0.11002983740068824,0.42712158831094155,0.943473019134005,-0.33963635352073707
6.3,-0.23476432851178372,0.5828244368367009,0.9812186229741963,-0.21325778386220426
6.32,-0.34003135590462535,0.7120283810737364,0.9751562759055515,-0.08445395520814232
6.34,-0.4211690375468758,0.8092893127618349,0.9257731469367684,0.041745040840541
6.36,-0.4747177735191669,0.870665723224279,0.8358012113844873,0.1605991410528214
6.38,-0.4985828553496594,0.8939250133904735,0.7100885212137453,0.2678472523066278
6.4,-0.49213242119794975,0.8786638918740857,0.5553487907377384,0.3598705553127267
6.42,-0.456225866756041,0.8263355274101765,0.37980235416875974,0.43382355599179184
6.44,-0.39317115643467687,0.740181063038662,0.19272818298617755,0.48772781775959523
6.46,-0.30661290022523546,0.6250682198079368,0.003952168959628918,0.5205250621796212
6.48,-0.20135640131485327,0.48724473706565463,-0.17669906456486223,0.5320882049809676
6.5,-0.08313597446633376,0.33401903780186654,-0.33994722556897117,0.5231908130008934
6.5200000000000005,0.04166146650730282,0.17338451324274232,-0.47758223705948194,0.49543733780803084
6.54,0.16630438469522899,0.013606966676832406,-0.5829223547935658,0.45115821910366366
6.5600000000000005,0.2840414586705311,-0.13720313582699192,-0.6511872475070304,0.39327547772106003
